Run,Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Ocean.Atmospheric CO2 Concentration 1750[1]
Run 1765,425.8438914591429,442.0831187872773,236.03547978340532,27.86719211373675,50.928144761922525,17.014056149578284,2.3882733303126575,9.053610866781131,0.20927247909068958,275.54762779083177
Run 1766,305.2694738279187,781.4882190422634,498.36916268053267,29.44340018636949,62.348924043595375,13.46944027822629,0.9531681404543456,4.577458619548569,0.13289555279669432,274.8092351891753
Run 1767,205.26377787244564,703.6322988261863,148.58603442931002,17.37869065260099,51.970952472203024,25.14421199239127,0.8026172251460227,6.670622911081721,0.23378190816245695,278.59792490785213
Run 1768,206.9632727537398,494.0247034747606,260.96413037611154,11.72914748531878,73.9751912114984,11.97665733544637,1.6543620214347083,5.507409338491676,0.3642410984405411,278.4112257787291
Run 1769,121.096422372697,591.0904729749954,437.54321930515806,16.980258595227447,51.677476421716676,28.320103180684676,1.6090403684410215,10.711959457419091,0.24968143231605483,279.86887399429133
Run 1770,239.4545537700649,756.154588803721,100.99001007739238,17.958409617037468,78.3605184012203,13.237290400960585,0.28142003712616526,7.825086238247231,0.2258882193584181,279.1687407157257
Run 1771,422.52776291689514,931.0440600294427,241.24788231833125,24.415633410955103,56.47565304998733,24.067651585597503,2.5371262900341383,11.171598425115466,0.23500711495803017,280.03305026993786
Run 1772,478.1937340146432,371.04022274090676,318.2898531959125,18.71186941803746,52.138420309812055,13.525581722039972,1.3310446453918308,8.45926874798559,0.46845772696256616,278.22350831536727
Run 1773,278.8029309566545,975.1327045149027,192.1165185455091,14.725039419005297,62.72923898467593,18.29436992381744,1.7195457530147498,11.26868921798518,0.35976020421403276,273.6042466777006
Run 1774,414.222128683076,743.6444473958641,170.51840013197358,19.103354858135987,57.46745748573813,10.5400189535895,0.7955332847701617,8.484683601782534,0.2618626117395309,281.6481134209495
Run 1775,117.73703766066535,454.05018463323995,439.37994289971914,20.65214046848766,51.70480866423722,11.957729907070513,2.620822186334764,6.948748793036618,0.1885922552066841,279.4485924211065
Run 1776,348.7441193624147,896.9689799702717,306.3198070819529,12.73855208578951,66.640122829474,19.195728929741435,2.276398613673914,6.802075877347647,0.46924347396996313,278.24813523271735
Run 1777,484.2118191821124,512.66975956224,292.17666231188787,25.113360204253404,64.42627886571697,26.464034513602453,2.2571392779749937,10.724651913323967,0.39702337324578096,280.3313328934485
Run 1778,160.0590580913626,965.4623463933067,271.6230104143127,10.20410601831392,72.41426205178064,25.719911654708667,1.1946751131343585,7.847628650947993,0.1378383487027769,281.8552638387389
Run 1779,379.69234408727647,842.0523449010727,257.2823553918952,20.793006093043786,69.39038865547269,16.4324373809303,0.6772519489810359,4.167404790996681,0.18271928775233356,276.76231175472907
Run 1780,142.1345484939443,346.32428008482725,413.05238455088,21.706653192847945,84.76479620852623,16.685944969644698,0.45919342063421387,8.8143323591923,0.3013744999368495,280.2817292474663
Run 1781,149.17502665226033,521.1742097038452,360.5361926630836,22.93053427342258,87.89457331477513,11.882260664000308,1.2282522543797394,10.076722309652059,0.3119871585755374,280.0588812331079
Run 1782,165.78903032054035,546.3884514595155,189.38128756542153,26.394215142477375,76.55100479355197,18.47160855613179,0.5102031483044546,6.261667954534953,0.39974298561532917,277.75590336308
Run 1783,187.31041980619793,526.1415403145841,92.28758356048318,13.776754141255395,53.83572954868376,17.46242689321462,1.83110391463233,4.648689099191729,0.3908194694554773,275.0742913284985
Run 1784,494.1723714091116,885.8426557449249,273.6159128158765,24.493326715746157,71.66833806593338,21.11926378227318,1.72948801962257,11.104564193630404,0.46530878183350033,280.3724970646048
Run 1785,52.16945071373101,992.8323817924968,144.46001187620072,26.889964543843575,77.10140875429025,14.427297281230743,2.8437260810406,5.527008995625344,0.15596108390063,277.1509247824671
Run 1786,175.4590802457651,594.2179689683692,464.44093514950606,14.175934792716895,77.63364558911408,26.382227817189733,0.14941077117390167,4.619747443434132,0.28522134905785235,275.9397332065579
Run 1787,358.6965266993291,513.2839557900998,182.9618364567376,16.062828525893153,80.42861909856263,27.927611559636404,2.1144890000948333,8.326812611633196,0.43510962215049964,278.65618004059917
Run 1788,357.28480597936266,944.892741991228,216.04383219922093,19.001833343059875,88.64746548347745,20.68156317213967,0.6085138088822829,4.174000183955443,0.18401063400968254,273.7107859524524
Run 1789,312.12554136833324,400.8986519567441,199.89923031502346,15.86041695082665,54.20570750145363,21.414462100216923,2.238946638507974,11.473111889746598,0.27809703451870793,279.89125137833656
Run 1790,468.61922615200376,364.5426874124398,339.5859542628083,20.518961956732333,52.18403820184835,12.516651110993731,0.17640788829337073,11.418725513469699,0.22530059493570134,281.8586916529998
Run 1791,364.7815027321575,400.4810041781621,103.46264035221463,16.65312405304079,72.66099044737027,10.577826316701389,1.5904556917818673,6.212156069895742,0.18763229378178853,280.9226226678201
Run 1792,424.6410277310984,874.1243700184218,181.55572634991046,22.86281843645102,89.4333384439478,13.468481819440495,1.9767581491041732,6.011933368033426,0.38572804429056706,277.9861791951193
Run 1793,371.4193202182642,307.71825078725016,123.54679186959275,18.677674266672362,68.33295031747767,18.05508715476663,2.746609538739911,7.733707306983727,0.15727758092219155,280.3535141885331
Run 1794,180.4030936233241,533.2736724262047,236.70009173127397,14.509843734841589,56.201298644666636,15.438375840164388,0.9972885211896642,6.7067677789724955,0.4396673184436072,282.13582574501885
Run 1795,294.1546862074573,303.88874848840555,391.61470308520586,18.93440825806603,74.093317615545,13.882257499739143,2.6768986246224786,10.13612735774025,0.2437585651902215,278.9656580838605
Run 1796,85.99854291438312,668.0062859393875,475.20025079860835,14.304898340570098,63.16992127963725,25.250845952018693,0.7410201152173511,7.754580949903681,0.2758986120867486,278.67385047975466
Run 1797,249.57324624848346,970.0653755043679,284.7330401188267,27.368847339746168,83.3653722787605,14.752730137090719,2.5985642213707867,11.071997767419788,0.3286575714394358,279.4679702067583
Run 1798,279.1156451563189,923.1447358037898,160.79918418904566,20.26529244983827,89.02608261165219,18.898499136012745,0.8050930661224575,10.131919404551688,0.1740566992067386,278.79609689320426
Run 1799,224.78807382271327,651.5157234044743,273.91003177243897,23.015534001290355,53.75721690263609,26.71728178318492,1.5867955937689544,8.970645288223551,0.37861348875761924,277.6246461332001
Run 1800,348.14143970382617,988.2760232039577,267.546231888045,19.546443343410075,76.2223277375863,29.075151672620777,0.8584705428115329,9.030698324447918,0.30134179082621393,276.953720267274
Run 1801,453.52313758161057,564.6313026265486,385.74313512263006,27.738208040873936,70.54622735755537,28.062285061546575,1.1871030573467802,4.830215517713632,0.3902094236296909,278.43829480136657
Run 1802,346.7540060515212,571.1707356883293,270.37808727587196,11.477197597999524,68.0394390232813,15.246345276553852,0.8794364863286261,10.54234886933999,0.43722277196125925,280.7143075433014
Run 1803,165.73016862281497,973.6529860617865,183.08534751317754,27.87368849011748,60.37807595355221,25.158217298488808,0.7879058688651593,4.534741640423684,0.31136243747338666,274.81727164856983
Run 1804,83.32471768533779,986.8006457491076,377.2914183140389,18.820498443477252,81.85508655525535,10.73244139688239,0.5016781231880244,6.048568180999309,0.28245166014198086,278.24620380017757
Run 1805,407.3213618201734,412.99006525708694,327.985229840183,26.487161080614452,83.507714283523,13.479236183467272,2.6988202805127983,9.838392753019702,0.29427325547308386,278.60047058633404
Run 1806,358.72225577678944,313.5743258171742,251.08477351344894,15.671493334747776,86.83932538118471,14.621289694740325,0.8686824784680289,5.293384283340276,0.40139142314537124,277.7660011329481
Run 1807,474.67452581656875,657.9800148445054,307.64754421068704,23.681919052388174,69.74014431074018,25.177960520723158,1.9343437654177609,6.397440898763216,0.4927150615914929,277.7936474858074
Run 1808,272.67761978385704,979.5189354249356,265.8186733269307,23.580149222776157,55.69062015851704,29.929591561928824,0.48446964158104655,11.409171872421709,0.3040357721590392,278.52386953594623
Run 1809,272.0648998492534,502.68661938780133,325.8908723798759,14.654101704712016,85.5439003501245,24.981851905919854,0.07202823553108495,9.920477370676146,0.3446174046726155,278.8639109705554
Run 1810,342.9683198827205,343.51928262321707,145.4266183295499,17.06648831666095,68.10813331594119,29.396918599536246,0.5491316374563588,4.824037908745701,0.3636899178857723,279.9139624129732
Run 1811,203.7966206785227,431.5470018870226,252.71331703349173,16.662559491953076,74.62177612996524,14.604834820116317,1.2353062899787286,5.65208195042842,0.15627284790827672,274.0534405354709
Run 1812,217.64026580799904,542.9288863054724,450.9435874011472,10.672613266116592,89.53956809299885,27.920959425958518,1.3247948333574122,11.391564597940313,0.3769243249827453,279.3975678591776
Run 1813,204.81980347856995,918.0157250720189,156.5156143373763,18.19217334739802,64.82205564175447,25.403035472122987,2.361792422819785,9.778011878348224,0.14786517488006676,278.90556839735723
Run 1814,358.70150178529593,716.6253704112793,72.33305260342584,26.273161504563188,63.6300967367621,25.9624229896285,0.7373598450609202,10.611882943516767,0.2977232459542072,278.95470890541134
Run 1815,461.45437058929133,997.2821782865453,286.46794779240565,12.803769603214814,61.94887907190095,12.417020863503916,2.009260632952531,4.248188567240748,0.41762189662115967,278.86082019304246
Run 1816,430.74282927789505,613.9785893493304,275.7217057183561,18.643102236444193,58.02732759323793,26.402550014757566,1.3012679070770554,7.671201840985468,0.20351742096500627,277.6681935784612
Run 1817,155.23604094638983,937.3343540260546,365.5467912898644,19.606874065561684,52.51608965935286,14.328983214140072,2.7039741112284124,6.582303093702218,0.41776133754538924,278.1136499511375
Run 1818,300.4834612440252,484.78540948431714,406.39278977684296,12.659245821764188,72.96246296637653,24.426715881307985,1.7454085563949455,6.237498771192531,0.3264165172422185,277.44298065732727
Run 1819,374.7016964868905,359.82109513633173,59.36054986791062,28.385936976202903,76.34181189474035,14.57361960096297,2.563924799656941,4.263778971999518,0.45680183040754907,277.9579952634758
Run 1820,316.98324778684014,857.5509016190573,411.8928710851773,23.65694163119045,57.11651443027529,26.897333570454908,2.951122107290818,6.022814784417566,0.46511728084950243,274.7552166526677
Run 1821,88.27479696674719,853.4750551964702,427.6047501940192,17.53240148894695,84.33890754736268,11.989326231049331,2.656471105804197,8.758630996308195,0.1275864127900225,277.3893713049081
Run 1822,64.00737037599566,953.5153112992912,109.39896304336729,20.575884395415834,86.86921278150466,15.86598860760455,2.050885020490714,10.484540397602503,0.3175703109338579,278.33175733533363
Run 1823,388.6593746601511,376.91352073438725,172.53427346981758,22.00467766843856,54.74795853397407,13.463963725008462,0.6766214042709244,6.035434948058488,0.34987948509253564,276.5393429458373
Run 1824,449.6873428349459,884.6212523650896,367.52689640363553,19.38414967568854,65.44471497064497,12.063863711035602,2.175894942954187,4.247982966142771,0.26774484013917677,280.2658850960386
Run 1825,314.5254804111582,832.7652302575934,365.8488090942154,10.884062539485988,56.68841140091388,12.988152633466521,2.739293351678436,11.238034828803947,0.32264478410374897,282.10558154251004
Run 1826,412.5428068512571,315.663473964112,175.2299670505231,17.196371209728106,78.8924801101275,11.928978491679894,0.7238686131895142,10.165457489002947,0.1716148797452287,274.8578389366418
Run 1827,374.75145124374336,676.3225539687886,199.52656049120554,25.072850274297455,58.09372529188813,22.1346109081434,1.2164818868484981,11.01780886478627,0.1268405126326142,279.6145465205832
Run 1828,391.87654915026997,777.9653869465538,475.48752046383294,10.964113246867221,81.94151958426012,13.018030101258864,0.2955508111885171,7.17766429561609,0.486069065129197,275.27995648719093
Run 1829,471.1706618447748,891.0461512342285,303.614499869751,21.470531472040292,88.80814112955156,29.623174912089336,1.2075720524455007,10.111476701231416,0.4110553421946104,279.87404109067126
Run 1830,181.32219746222881,343.94603303668566,96.73380305054786,11.871916137576822,65.40692929581598,25.40667840307546,0.8579026218741752,7.522536129422962,0.16078290883083995,279.98614220975793
Run 1831,370.5045474395573,548.5927006093577,446.2144994760966,21.22406188741545,56.6954286337139,13.741497767143047,2.790845954593056,7.037334243412638,0.23720351652657393,278.9464350229389
Run 1832,90.01665872030262,799.6765368335718,75.32994339357037,13.515128223104387,70.01741871775184,11.725101299067255,2.5377254620112852,11.513288718155962,0.14049320421850717,277.30956795659864
Run 1833,395.66828128068346,718.946854138224,164.58898739225623,24.009832438296556,87.61842900493511,26.75689225497638,2.133361202035567,8.21293843802771,0.33498353493321165,274.83432636739093
Run 1834,450.34977782467416,730.0918774288527,345.46736160719604,22.880209927189306,52.78091515187699,18.682585209706126,0.28550075459966995,6.080870388295416,0.4143740813688507,279.0847066772523
Run 1835,409.3634358683554,710.0933732566646,165.7122942911925,13.210182192456251,63.76327430041135,18.097522461767923,1.7421287992274075,5.516826486209097,0.30375996863085164,275.8156651595411
Run 1836,62.1393742149711,924.4983604626018,128.57623592100003,23.96696859194422,65.56339780438877,12.068512052554812,2.367719507843662,4.23997135215127,0.33771160152221824,279.7603566261523
Run 1837,183.96206618539048,303.9211799615981,127.67128352655403,10.075075042275905,73.28684614874692,15.63358068729411,1.234934675456984,5.865236542611605,0.4892685865696922,279.22714496246624
Run 1838,444.43180978522093,701.2670027640994,304.7506976286985,25.094094554338927,84.98346442682382,18.513713752917937,2.4052164052904303,7.670722447122857,0.475084543384925,275.9613721914756
Run 1839,302.24007708397323,547.5245786085455,469.5351173907874,27.770558081493128,62.05395735992627,28.41954305116228,2.0850367120574833,6.808880787421008,0.3020626095691378,274.9281780528595
Run 1840,350.4516943559654,570.0801723499828,492.74196541863677,16.76527487435292,77.50619547162323,25.01945091429416,0.7967925674794152,9.787775380512326,0.2574977889888229,275.1773770037385
Run 1841,323.29642924616377,789.5966506525521,245.4846062706711,20.656217168315614,85.24694488403156,20.919622961602986,2.0500541941654697,10.90417948660243,0.3628972053262445,278.0597376079332
Run 1842,385.62061494061777,911.5646788168564,429.6670430282887,18.136576155296495,55.56699709578518,13.314420691152884,0.5937539689030035,8.634249279071492,0.42474571938265115,279.7049378510049
Run 1843,199.60498975445046,346.2295127123954,131.28826885280708,21.95643346502748,79.37446021586828,21.41771176425427,0.8648212395768446,10.380206297195883,0.49134102908026167,278.1826638789646
Run 1844,246.20809410492544,435.3330804568419,64.7031952894571,24.008230764241887,89.34741224309761,29.275975873696737,0.4337120134166407,5.776851376851568,0.3458058998089505,280.4036329237446
Run 1845,93.6243134477192,481.477942386676,320.6824005666178,25.30998442328221,89.80141849402091,29.939962450678674,2.026647022741358,8.620588490475003,0.24874630441401996,276.65263092148666
Run 1846,241.4731812614718,567.7168938835398,160.38583140001546,26.770372423264487,57.73799232274593,23.146162700381772,2.1087041435148675,11.637154973521087,0.4867339241194304,279.67820919964396
Run 1847,460.09827651009005,453.16026305334367,271.04561690745993,13.706261934785067,68.82117099718498,29.09562701238331,2.367617744957983,5.832840504019578,0.457605973818372,279.12546966618333
Run 1848,299.8763471923794,697.9734727737043,446.07657980547384,17.976256172019056,80.37642719847288,22.626412530491272,2.585680967743603,8.14643949962082,0.40069589178383247,280.0439432909587
Run 1849,310.39157232817325,447.58537224075684,121.2072464364793,10.16731993921531,65.3798505781288,23.5273163747011,2.9689570969651644,10.872222441900512,0.24676158370399284,275.431067686175
Run 1850,350.0903346717711,873.5366906165374,187.0131159779208,26.144428655542082,79.34665231668738,20.799519886410813,1.7669199188765132,8.0082323139574,0.18689160556964174,277.7430145444967
Run 1851,363.0015049035876,866.8390819636007,197.0515522912608,20.392392653926173,60.10219086264847,21.4377190601857,1.8131085236578184,11.98768871074562,0.13618901692791338,277.5210813370353
Run 1852,195.26646608212383,407.67041230036904,403.70354954524134,27.65589191680007,56.75731538529962,19.242339159103025,0.8778430201850659,8.603426717708995,0.285968728404403,280.3142700988478
Run 1853,174.96391128360014,975.1306624210016,393.6219567298958,12.950221345268854,66.45201978366279,28.396951633612673,1.261839060278231,9.878879761405528,0.4689264546187445,280.0064941265249
Run 1854,407.8034040032492,508.42723209950975,323.32566921786105,28.438646635261655,76.59553791523743,17.815477486661226,1.2783357931855188,6.321722544897744,0.47792199810327907,281.64964033874935
Run 1855,455.60076768979286,651.6554714157073,103.3956225665429,10.598833080363875,70.69698611562455,24.367216591518464,2.5960516385508967,6.8734920155472725,0.33697538531252713,279.30903544718524
Run 1856,210.78566334433884,796.5411516677241,186.18733196242496,15.838586550943202,60.21267542895014,10.310290239248442,1.845511130802489,8.54996596563779,0.45577320274428057,279.002948323199
Run 1857,331.9348132297692,840.238602933066,417.33114797857473,23.120010317338597,64.61291159014878,20.24712396287662,2.1620390933496405,6.2232001028747534,0.16776147435138566,277.59135912718153
Run 1858,454.09439100932667,449.5923408807052,167.49985644480432,17.060463628662674,53.431715052158296,24.73569020740348,1.3668618936831702,7.648601832839199,0.15776596978346166,281.15713539648425
Run 1859,460.5710498942582,691.5311181617121,266.18579337141125,22.62056272088962,59.010327980218406,24.846820278948645,1.760844612755998,11.008417937229598,0.43134400500963566,277.78361546270037
Run 1860,461.2697029197793,993.7110951543564,451.2186956611634,14.336540864333585,69.1353581231496,15.349729929116275,0.1564131901663376,7.109363494005678,0.4913159282173435,279.2412534148957
Run 1861,333.93698074945695,316.55777253952624,183.9495458262277,22.829609391613996,51.63741638925422,10.325098505782888,0.16558657506584007,4.966344165980114,0.30938024098855876,279.6992877993776
Run 1862,489.76092429721353,560.8222348302472,364.718955180805,13.362671655724759,82.18513335885183,14.256251940514984,1.5194447278849772,7.931988316985451,0.3457621063192795,278.034104440649
Run 1863,192.35459487643095,706.9524377379798,213.03713270896597,15.655672173516752,63.8897982192657,26.742464676622635,1.257175949042224,10.353156966576545,0.38962533896450147,279.0424731666003
Run 1864,106.89219526966924,498.1854266812022,211.95858949325253,14.700288942122476,75.54955480749041,28.303674332880092,0.5405623568784216,8.51634689488624,0.31764762894621024,277.12607492242927
Run 1865,108.32842427459317,763.0441495432966,138.9259505385741,17.740059677424576,75.19537442559152,26.15733330797674,1.6667921777511356,7.710731713406284,0.22893826992313723,281.21862706520886
Run 1866,345.6386799236034,398.23514989541246,277.475366723157,13.800535787847545,86.4268494650563,29.376195558799296,1.1267098629380334,10.753202230533663,0.32663106964703076,279.7301775375601
Run 1867,72.5659437630544,855.695143670361,247.48196714869334,18.56046753128267,75.16561018336282,26.249116148864722,0.7239003912061973,10.49349836669765,0.1798186694480214,275.7907959193782
Run 1868,429.9365681125068,480.0930160967704,113.11677022064508,17.450961882923135,56.27721086033117,16.34791890553911,2.87138977763281,5.739910015083469,0.17270479931126126,279.5270421237294
Run 1869,413.5890531933782,429.8478978095656,462.2814479605312,11.832464977571846,60.62706843923084,23.796793012097684,1.770404446386117,9.184529329046352,0.10060936818535891,281.02250238958084
Run 1870,196.27679614148428,981.8224159863943,117.26446993982792,19.89630421770205,78.52115511450643,24.46961526561669,0.9531389165438707,11.707423275704768,0.2632742574663688,275.4400698192863
Run 1871,432.0020087891568,747.1338432489529,179.8749185021331,25.608353661900612,67.62740168411747,27.66191556007678,2.37149502641814,9.236545907928821,0.18999100483150602,279.00321378210947
Run 1872,221.11391365606988,933.3189349681959,210.12800241554558,25.634631543535292,83.73857355476115,13.34185781910018,0.43133050891864955,10.519509006365878,0.48093367602039594,277.9459040846219
Run 1873,111.27780695955414,303.24198085522124,248.6345444251454,18.898130233434713,50.838841277207024,12.852077909628221,1.5929698368997878,9.117954611938721,0.16075090339899725,280.8973681053325
Run 1874,50.582882074369714,862.2925762574952,422.41594076880006,16.423755734019927,74.4719587163465,15.127851881520545,0.8440422259513272,4.624075521434326,0.3169775488387883,279.04565234327606
Run 1875,196.45742557449663,311.3602628375851,434.9272958818924,27.081840774165837,67.11292826064324,25.198189725086696,2.977402302031445,7.166020025153227,0.22024729178699337,277.2758348420588
Run 1876,379.08634878837086,996.0999003440215,464.38280606765716,12.727473115576808,57.27204990985086,12.93998564747316,0.2460726548359301,4.858389524744592,0.3347268098674372,279.2055605945233
Run 1877,297.4038755504619,631.052375003716,192.03283967178982,29.178737667622705,69.35271877330067,20.717667637999376,0.14947429136567147,7.866265041937607,0.3236301701507569,283.27397059111377
Run 1878,360.410459643979,364.13059179320203,453.6950779821123,21.814482399476333,80.2232622756717,26.688879334669256,2.7359489805536965,11.696285918013661,0.12895410733103094,275.44062680815847
Run 1879,172.99475768281764,628.6150139025244,372.47761362160827,12.272475847102891,55.61388233143215,10.239042112299048,2.1707563266466194,8.537657383098445,0.48612342595310887,280.8543980358761
Run 1880,350.99564578137677,648.5405421343967,268.9640416385812,29.676043655674444,56.1397133907995,11.50712687005808,1.2434348459933742,10.41312641122078,0.27244819985485724,275.86786206536743
Run 1881,381.1844841943379,821.5985936389972,396.4951515137782,17.6440730425551,68.91505434819022,19.787431233704506,2.5259860415219597,10.306312259513497,0.2577931419606608,279.7732324302651
Run 1882,175.83332308126091,417.60458269264797,440.1055018022276,21.908593026496504,80.93980981575729,21.109608930513417,2.822972565075508,4.409067815973723,0.11436826539592487,279.66998868578577
Run 1883,355.09494301795513,380.7880334300963,418.65990391996394,17.357333244617315,83.13498679589027,21.914778223768,1.4152737064250385,10.431508896454691,0.33748325889268427,276.28650146073704
Run 1884,408.21028840731134,348.258773585436,360.7031721602802,13.779205150218727,80.78786884350397,15.363319060423617,2.45748097692493,5.683093016771073,0.293139844557744,279.1866657726404
Run 1885,326.53464457726733,474.66165415531174,232.38412595312647,24.233079043277286,70.28484551211706,22.40922708749769,0.6720615669058064,9.103690706130326,0.28742476239853787,278.1156945856117
Run 1886,69.87308126142064,885.1132353873078,381.6316689803411,21.005332725441633,53.88321627309317,12.80036922439026,0.6410351645328539,6.22791424422645,0.38782608914345407,278.33460747382395
Run 1887,136.60021310386708,612.4466808431275,276.5380273127823,14.810100963329795,81.5808887616769,21.14971202932942,2.1240979325312486,11.398937631601255,0.31682014703248085,280.17088844914497
Run 1888,394.04270346288484,466.50010386668333,366.3505525257484,20.125264734371708,70.35556885787663,15.312218037708538,0.8591348415019808,5.57411375345728,0.4409666799259907,277.31021591262373
Run 1889,85.16426966887538,575.7143319525582,171.12076957524158,27.641502460269237,89.53624486315904,21.691280683835004,1.5104160185772018,4.669601512076158,0.4313699320823309,279.09026864144465
Run 1890,105.23462767919247,663.5778887933221,131.2723157919457,17.09931140958741,60.07812677561393,23.00869805261975,1.889735302882951,5.914577949079805,0.12750608389431714,280.18982694456537
Run 1891,298.2345955586625,643.5543776055521,235.86533497600166,23.458936215774514,50.16289786731763,25.942363140534667,1.3885060749354667,7.304645570566413,0.1990137421936726,277.826963406503
Run 1892,441.8054447519584,501.250278882216,437.9044857377251,28.196352780986597,75.8104669087189,24.217228890910754,0.1402625041039528,5.3914140826006065,0.2298063595991185,277.84666871436747
Run 1893,175.9365812360832,578.4669797968813,361.8300121578544,25.209026748656953,88.29757572027299,29.831410979505563,1.688635749521334,8.744454168723781,0.3892618741497106,276.6603548914438
Run 1894,439.3429236770742,954.1083702094417,91.4664760924444,14.867907620160105,88.47025579788485,27.490973041139263,2.797080789297512,4.072025727507486,0.48041274946028023,276.3403301290797
Run 1895,226.1435491434936,534.2738773226112,312.0459966647732,29.168985743333156,78.62935817748465,29.54962957576753,1.8682262251886295,7.004504457969663,0.43051799136861313,278.9224152325363
Run 1896,476.1440605050847,571.4596263980706,270.38009388107105,19.541634313613148,64.05531977268808,22.670563226075984,2.8943887415975103,9.373091306113682,0.3529266541795454,276.0493207828214
Run 1897,95.72166070039117,542.0283811384788,54.97751227647642,17.63267021663088,55.65273083072951,11.735387213101411,2.1648423763327522,9.349754387312895,0.16132004120661594,277.26192663902464
Run 1898,341.5947577674088,719.5200096651071,259.7882755945471,14.968010899760401,67.62116000657831,17.323990286825545,0.49022201409935706,11.230687305219963,0.3771629557452131,278.13848096023696
Run 1899,264.3549686878349,752.3726469815538,175.14224248147144,13.980299488527798,52.87520316538811,10.158868452771499,0.7731737911957303,6.46974433772063,0.46924520093468525,280.75216592747324
Run 1900,237.1549314556247,347.8040489510818,424.6878662508125,27.15109124256972,61.816919252368486,17.069025730602156,1.3224614934699352,6.275118360542284,0.2248300014052217,277.67427670056213
Run 1901,344.01230382406095,633.4387391829216,63.93170290813474,24.24517431089113,66.52741865651578,23.97261384003247,1.228955583732319,8.6245412577264,0.3299920437618674,279.84437452190895
Run 1902,191.45268417842652,935.0861021797242,336.9207712997434,29.149111099931872,69.04895157653246,13.076818016563568,0.2853560774839843,7.501010674201436,0.3789007943227195,278.62720681929716
Run 1903,478.80315945468635,461.05214403789967,316.3841218628507,16.605338575174898,70.52379326257002,11.507452833580897,0.2908311806310394,4.718285620026192,0.35119328252394666,278.15258616862167
Run 1904,168.38840532730117,370.7110861952023,326.24179974481086,24.920396302310486,66.61434786396305,25.182843240309047,1.4996072524925301,10.740259471524912,0.40523314927611265,281.14552241897144
Run 1905,487.5799844338838,668.8263469119297,218.7096859285128,19.40788816891633,73.31912272831173,16.434993452622557,2.2269708243837694,4.134450870728082,0.10953484588640482,278.4330338470193
Run 1906,317.4110091102595,677.4253037966303,280.3327828828942,19.240901266558474,50.75741850555853,25.411301625853483,1.2602893074412107,4.465253155742416,0.47248990326555207,276.35722512043844
Run 1907,172.19484268151444,525.3379962282748,401.340038360847,20.80807444157484,75.14536475045958,22.68021103445566,2.1909679972899387,10.504802919359078,0.1289270732343952,278.9479529064723
Run 1908,70.69024801710536,652.0653085926627,317.3741432137187,26.494007024083654,72.53492261694436,22.79461598534196,1.639622686124062,8.867403016818926,0.3713764430318848,277.02322456006283
Run 1909,373.97715174860167,574.4577564843237,74.28518544499158,29.942769392919143,59.44766558726562,21.10037981711473,1.9106008476578367,11.6859579078745,0.3164758636795147,276.30863919418715
Run 1910,385.0166941424365,620.7184558221352,221.64421272201827,18.718198530493297,54.19059745864069,11.051365663527848,2.6496788223888457,11.157164787284586,0.35053521995997916,278.0279234784859
Run 1911,224.4238605626181,340.81817482661387,464.1623692225614,22.488273928383585,75.85090159780768,17.950640316681767,2.05671016623191,7.111696358298469,0.2987681569597119,277.34770179883355
Run 1912,232.21054928094568,558.6754129459255,87.19087456696523,21.183925744580712,51.38552713918338,12.178582448421482,0.7908762218543347,9.57778767902646,0.2220491827156238,280.8029527977092
Run 1913,448.8709099029604,680.5317782760403,105.312475341452,12.68826257909427,65.49684492067279,24.482379930498595,0.4288995140610893,5.12636546451059,0.25924531807958584,277.5863626654897
Run 1914,53.168332442251995,976.6786138305234,242.28426760872412,23.36912339645342,64.82285207911927,14.045156727083585,1.4817196878720664,6.125656814565273,0.16662601624884937,279.1284151939403
Run 1915,127.02136318315114,959.9449746451221,388.31825643044647,25.17435543119295,73.19158344573944,20.990945251811784,0.07335152085712748,4.680483614361949,0.2663676174045596,276.187228580417
Run 1916,74.05278061443573,546.3158149078079,153.40703850780397,11.823576966059887,52.02732214855191,21.653689874439042,1.182041862672203,6.512997470251552,0.2326615058545014,276.5838514724421
Run 1917,346.1784425297706,405.9116982812636,99.57010855666192,14.40574498189921,70.96621033359084,26.882289384978804,2.1458773516136485,8.586989476922827,0.2421429007406422,277.4589854476678
Run 1918,359.247461710032,505.7862812462748,234.8826183253395,14.789838727238454,76.61367233365948,12.000401416630208,2.636869395376048,8.139374794516815,0.1783351801806796,279.6699409148395
Run 1919,170.6415572282856,528.5692285769843,59.19456229382343,13.337061179229664,72.3377427628338,19.21349289780996,0.44297621382017605,11.2074896405096,0.2521268890208613,278.02777630592317
Run 1920,147.32590162696982,964.9015284679701,405.8646384045478,14.35755972886624,80.9145549710364,15.445724132075014,1.449519428536707,9.215535255805918,0.3468939051777302,277.6504919385974
Run 1921,305.39757157583244,975.3646118658343,334.8869540666336,27.96622032902521,74.88217581392209,25.9587191999991,1.6239426817322897,4.9030317348385415,0.15555565711232258,274.55535625420293
